Process(_Total) IO Other Bytes sec,Network_I(Intel R _Pro_1000MT) Bytes Received sec,Process(_Total) IO Other Operations sec,Process(_Total) IO Data Bytes sec,Process(_Total) IO Read Bytes sec,Network_I(Intel R _Pro_1000MT) Bytes Received sec.1,Process(_Total) Pool Paged Bytes,Network_I(Intel R _Pro_1000MT) Bytes Sent sec,Network_I(Intel R _Pro_1000MT) Packets Received sec,Process(_Total) IO Data Operations sec,Label
4456.985519,113.5414561,175.3458776,848.0606703,150.0107318,113.5414561,7602312,106.7409696,1.400100163,1.533443036,0
8799.210864,7011.594061,413.0192852,11894.75541,5661.797702,7011.594061,8014824,171.0079849,7.066996648,11.40053233,0
5997.127637,86.00087434,262.8693392,1618.683123,240.7357808,86.00087434,7987728,78.33412973,1.133344856,4.000040667,0
7617.618182,215.948968,340.8913472,8037.181892,295.6880745,215.948968,7919000,156.9446961,2.333502279,5.80041995,0
16187.87123,143.6943165,806.4476946,5455.318735,275.3252419,143.6943165,8135976,142.1613994,1.999457094,4.398805607,0
20365.31775,146.1970166,913.3813609,58025.08257,25519.61256,146.1970166,7388168,73.33183687,1.999959187,243.3283678,0
2223.617418,99.73411458,107.8675116,31361.579,15122.78513,99.73411458,7698936,94.00073634,1.333343778,23.86685362,0
12631.16269,82.26208193,610.1659934,793.0224689,95.06136858,82.26208193,7706856,76.79571992,1.066607221,1.399921978,0
7274.006979,8740.8594,162.6355209,13905.6703,2952.767859,8740.8594,8702856,720.7952962,14.93047405,37.45949292,1
3114.37523,2921.843428,142.5321997,17072.26422,6071.085048,2921.843428,7824480,203.8650453,7.266608873,24.53313821,0
4660.906673,2781.650756,173.5323407,118663.7212,58742.86399,2781.650756,7310616,171.9990162,4.599973688,214.5321062,0
3407.716022,4565.843472,108.93278,59036.16676,29525.05001,4565.843472,10767208,245.1987544,8.066625688,325.0650153,6
3202.138692,2623.204389,103.7335069,9964.483341,2804.67136,2623.204389,8690112,115.2001928,5.000008367,20.53336769,1
3027.6068,2591.95834,98.26255995,9641.930365,2645.222781,2591.95834,8703280,132.3944668,6.999707459,19.93250029,1
3363.489606,4553.431054,108.0674037,56265.05039,28139.52524,4553.431054,10766040,249.6017023,8.600058652,337.6023024,6
13398.39621,2925.124058,697.3470153,20474.93505,9000.443255,2925.124058,10215552,405.0746142,9.400184432,12.60024722,4
964.296036,0.0,52.39435119,4637.100059,144.3844334,0.0,4963352,0.0,0.0,2.399741276,0
4373.925452,2922.37261,223.1363323,20473.20849,9000.387632,2922.37261,10120976,401.0720571,9.333458775,12.60016935,4
3828.937928,148.1335111,145.7335082,1261.801514,350.533754,148.1335111,8138960,50.53339397,1.0000012,9.466678027,0
4182.050566,82.26241589,215.7888495,5397.121113,239.4542933,82.26241589,8347240,76.79603169,1.066611551,3.73314043,0
3271.267101,25469.75099,103.7978984,24665.56727,149.2636446,25469.75099,5881232,703.1190975,23.06619965,3.266600529,3
4796.056466,2959.168173,249.4696038,30220.62246,13679.62772,2959.168173,10128040,453.0720008,9.466778122,21.66692176,4
6786.778581,2570.749462,226.2927254,5171.479873,2590.113549,2570.749462,8698216,139.8888344,6.343407764,16.35931476,1
2242.150165,20523.5184,110.3680124,60505.19731,26790.76865,20523.5184,8054976,278.7192197,16.12865882,60.71573629,0
9295.96858,3157.122662,460.5317767,1969.860009,348.1321566,3157.122662,7962832,213.1992794,8.799970256,9.199968904,0
6428.715348,1830.527759,328.1562365,0.0,0.0,1830.527759,6395576,146.0101905,28.60199623,0.0,0
15871.07682,77.4628116,827.0921717,1594.987289,239.4547498,77.4628116,7705880,72.72971382,0.999950236,3.733147547,0
5674.355929,3725.504399,278.6645024,24907.60655,12175.9721,3725.504399,9201232,4353.566187,13.59989437,18.33319095,2
6168.589833,102.8687206,301.0060101,12242.51111,5447.042093,102.8687206,8014184,25.66717915,0.733347976,14.40028753,0
8180.662654,86.53611172,377.212111,1619.18532,240.7410627,86.53611172,7704160,79.60255577,1.133369722,4.000128431,0
1009.090937,1130.411158,52.79429399,4637.098822,144.3843949,1130.411158,4964440,1083.482897,11.13213017,2.399740636,0
1264.331234,243.8276916,54.05802567,412.4674018,254.2260295,243.8276916,5292168,55.59111395,1.799712322,7.998721431,0
10817.3179,4573.926808,405.3994216,4091659.163,2313792.899,4573.926808,11113392,245.066317,8.266654873,187.5997324,6
944.4188887,106.9870353,42.19488682,34.12919756,0.0,106.9870353,5016216,8.532299389,1.599806135,0.066658589,0
1903.070777,100.8668845,95.80020693,1028.735555,239.4671839,100.8668845,7703776,78.33350253,1.333336213,3.666674587,0
3208.654385,125.2531752,117.3873558,11816.79384,5600.596741,125.2531752,8008144,37.06267452,1.266530244,16.93150958,0
12326.09491,76.13391956,595.2045831,11293.42029,4609.835496,76.13391956,7830040,74.6672416,1.0000077,4.13336516,0
1157.558875,4530.085203,43.6450071,0.0,0.0,4530.085203,5871232,204.4318806,9.062169414,0.0,3
3287.270062,2753.862467,123.8065347,5100.322807,2211.525877,2753.862467,7947448,154.3916797,5.597281438,12.66051754,0
3624.774844,150.5322886,129.399102,5401.895844,240.7316627,150.5322886,7802584,100.9326329,0.66666204,3.933306036,0
11771.4086,102.2626873,562.3114519,792.7024866,95.06296745,102.2626873,8365392,93.86301414,1.333281451,1.399945523,0
2990.950601,2642.54859,97.26722822,9442.454514,2545.348028,2642.54859,8702000,121.600702,6.200035795,14.8667525,1
5437.512063,2686.918919,267.3650678,12911.66586,5791.487411,2686.918919,7823488,139.9499445,4.267173152,17.33539093,0
5074.958031,384.0018688,206.3343375,4653.555981,148.0673873,384.0018688,6402984,0.0,6.0000292,3.0000146,0
3825.260169,173.3300181,139.3306684,1599.50274,240.728729,173.3300181,7707680,118.5310662,1.26664244,3.933258103,0
3544.790949,38.39990195,113.333044,278.7326216,146.8662917,38.39990195,6410232,36.39990706,0.599998468,2.733326354,0
7491.281488,119.2647799,370.5274716,1645.973961,148.797646,119.2647799,8026216,45.66594423,1.133315404,4.066602333,0
5193.279566,2837.570622,252.1973889,42257.29583,19775.12859,2837.570622,7987680,206.797859,5.999937881,54.53276874,0
3500.096862,95.46567191,173.864855,26153.66081,10334.29232,95.46567191,7708192,86.06576986,1.266653468,16.59982703,0
2318.018408,136.844619,108.6216674,1595.697664,239.6615658,136.844619,8006168,69.12287924,1.334418518,3.736371851,0
14383.60715,2816.560842,700.0735041,25168.51248,9148.356016,2816.560842,10214464,432.5375578,8.533416676,15.66681968,4
2059.089207,270.9187561,92.39502853,22445.7256,10942.74454,270.9187561,7927736,59.13015174,2.066555472,29.93172281,0
2205.652606,126.6620308,106.7960913,1594.208319,239.4579025,126.6620308,8130920,94.52987354,1.733269896,3.733196698,0
9178.259259,2780.771486,418.6057433,67035.65306,30772.48887,2780.771486,7444832,154.8021239,4.733398276,257.5368667,0
11333.9423,2630.209152,461.8829175,10139.45195,2892.477685,2630.209152,8558608,163.5932432,5.459766359,22.17197802,1
3557.264922,5242.902658,86.79507756,4737.464656,330.7812403,5242.902658,6414016,3833.449259,77.12895909,17.1323617,7
3846.749033,2794.956723,135.2075815,32707.63403,15729.74869,2794.956723,7820720,215.3454085,6.000336459,43.1357521,0
8655.436925,82.27272084,427.631468,1028.742368,239.4842895,82.27272084,7927192,129.7428807,1.066745165,3.666936504,0
5086.111158,2879.187447,246.3322593,13178.34254,5969.44064,2879.187447,7826368,211.8657429,5.933307464,22.33323596,0
2333.9501,128.7972463,107.7976953,59951.45157,27233.55108,128.7972463,8009768,86.13149184,1.599965793,258.3278103,0
1241.254239,2544.257775,58.54847006,9920.431429,2785.120046,2544.257775,8713768,129.6335146,4.801241281,20.80537888,1
10544.24909,62.48523027,547.2130689,3989.174594,239.7937469,62.48523027,7803576,59.28085949,0.801092696,4.406009827,0
9991.000473,1163.007815,462.6031087,52025.88295,25454.77106,1163.007815,7526736,80.0005376,2.266681899,241.8016249,0
3324.527105,314.5994107,180.5996617,10508.38031,4644.524633,314.5994107,8799984,168.2663514,4.333325216,8.599983889,4
1198.549522,9754.798421,54.33406721,268.5369604,144.4019504,9754.798421,6418264,3520.98089,152.002053,2.333364849,0
3807.359338,430.2104713,124.9363743,4420.040917,552.9467921,430.2104713,8028192,144.9368611,2.733399864,19.40047221,0
8676.113923,228.8012462,438.3357208,6249.900708,293.201597,228.8012462,7928536,37.00020153,1.666675744,6.400034859,0
11324.88773,2705.690583,581.390814,5336.982342,2651.424774,2705.690583,8558424,135.9978512,5.799908361,17.39972508,1
1131.81141,115.6473967,53.52441474,4697.017352,200.5665803,115.6473967,5581336,25.12914615,0.666555601,5.399100366,0
4351.763244,2949.686941,222.2681944,24842.17075,9000.328529,2949.686941,10123152,405.6027878,9.466731735,12.66675373,4
1934.469702,82.26396073,96.99680945,1028.632832,239.4587901,82.26396073,7806216,92.7969476,1.066631582,3.666546062,0
6441.318774,3461.453858,284.9267914,20798.6558,9148.056627,3461.453858,10070360,491.055392,11.39973826,15.59964183,4
6622.998415,208.6687172,290.3361864,40208.59512,19818.52808,208.6687172,7787976,136.9346789,1.400013757,28.60028105,0
1168.321962,105.2656421,54.46613653,357.5965194,199.3313932,105.2656421,5292360,39.66628058,0.933324249,5.199949387,0
6605.183446,2910.05145,423.6741572,45759.74237,33796.8642,2910.05145,10372456,433.0743234,9.200162659,15.80027935,4
8646.944459,4561.872536,317.4004084,20586.22649,8112.943772,4561.872536,11105344,256.9336639,7.800010036,138.3335113,6
3945.993382,197.7929849,182.593524,56911.24821,50411.47874,197.7929849,5682592,0.0,2.333250581,11.79958151,3
6456.288124,286.7891077,331.1207574,5397.195015,239.4575721,286.7891077,8030776,105.0626764,2.93322193,3.733191547,0
13892.11228,2973.452571,722.6794436,20745.43345,9144.828347,2973.452571,10216672,441.874479,9.866841112,14.93359736,4
7250.152025,8794.703543,362.6709365,54060.70314,26698.44766,8794.703543,7920832,134.7349196,7.733424382,54.86731264,0
4602.499007,222.2015613,179.5345949,53737.37759,26615.78702,222.2015613,8025936,75.60053122,1.466676973,60.26709014,0
3056.637993,253.075332,97.93668669,313.3440622,146.8050266,253.075332,6035016,6.466888093,3.000102724,2.800095875,3
10604.54505,90.85264669,494.6866577,55733.16255,27307.75745,90.85264669,7843328,82.44777629,1.200695771,259.1501706,0
2483.634208,23110.51831,74.80103026,20268.94584,144.4019889,23110.51831,6044216,683.8094183,21.26695958,2.400033056,3
4806.530129,2986.614191,249.8734316,30162.81661,13645.16942,2986.614191,10126232,431.4783482,10.00027074,21.20057397,4
3590.292062,155.2010978,126.7342298,1358.676277,95.06733911,155.2010978,8006256,96.8006847,2.133348423,1.466677041,0
1895.332108,95.46660493,95.59993818,55017.56442,27234.11572,95.46660493,8041704,86.06661101,1.266665848,258.3331663,0
9000.981816,146.3297863,416.789897,792.780783,95.06436231,146.3297863,8009880,83.19798328,1.733291318,1.399966065,0
4485.970507,2566.127197,164.8057259,12817.63027,7089.780924,2566.127197,8562504,137.7938607,5.46906901,18.4747819,1
9214.35033,8.533657783,475.8847598,4195.092831,239.4757715,8.533657783,7904480,47.60180982,0.133338403,4.466836496,0
2289.456257,147.6659953,105.7328526,55017.34985,27234.00951,147.6659953,7832112,99.3328817,1.86665818,258.3321588,0
1228.258012,2552.848678,49.93298147,5302.362636,2634.114772,2552.848678,8696144,128.7990924,4.866632373,18.06653936,1
3579.49944,133.4629172,183.5948422,5397.248373,239.4599394,133.4629172,8123552,85.99758404,1.866614227,3.733228455,0
5255.539403,2544.701885,262.2036289,9569.199104,2582.969082,2544.701885,8558840,143.2019819,5.400074737,16.66689734,1
7947.528936,150.9999164,403.3331102,1914.79894,293.1998378,150.9999164,7815936,70.0666279,1.599999115,6.399996459,0
3296.230233,24641.97709,106.7110492,24691.76223,149.4221633,24641.97709,5866248,745.3756777,22.7570155,3.270069676,3
2250.665314,242.4737033,107.6697912,5964.306418,239.4736162,242.4737033,7603224,82.40239132,2.800081258,3.800110279,0
7348.104186,2588.789731,369.0652027,5249.445844,2605.989663,2588.789731,8699080,149.3994074,5.333312178,17.33326458,1
5009.469004,254.0667852,250.3334502,5964.136117,239.4667784,254.0667852,7816464,67.60003155,2.933334702,3.800001773,0
3998.534482,4778.481043,125.2021234,27725.33689,8879.483929,4778.481043,10951944,412.1403232,9.200156035,153.2692661,6
3341.866934,4427.400354,108.733342,1781.333476,146.8000117,4427.400354,6039464,226.1333514,8.266667328,3.3333336,3
10520.94698,4794.764032,501.47685,19620.93177,5526.978901,4794.764032,7977312,122.8024937,6.133457883,16.9336772,0
12192.70259,4902.481113,541.9349302,20770.32787,9149.560294,4902.481113,10069592,532.8682369,15.13337793,15.73337969,4
8882.42802,2820.496733,386.2707843,184270.431,91804.11197,2820.496733,7895968,249.5359934,5.533392319,180.4019231,0
10847.10131,95.06697025,562.4684628,1594.938427,239.4674314,95.06697025,7824552,85.20027207,1.266670712,3.733345255,0
14980.85517,1135.562782,741.3525591,78460.90142,39265.15161,1135.562782,7743800,81.8021214,2.666735824,165.1376159,0
1414.505175,6866.263316,65.26536745,32725.14855,2717.812564,6866.263316,8701776,147.9970539,72.39855879,20.46625925,1
6956.014283,2818.805788,300.8672844,7299.481655,3070.539638,2818.805788,7332480,157.6003236,4.600009445,11.2666898,0
6519.063885,2864.932111,281.5332132,73788.36852,35252.78496,2864.932111,7311704,159.1999321,5.733330887,272.8665502,0
3301.818905,25397.82369,105.6193381,24623.9474,149.011782,25397.82369,5874584,548.062539,22.56140871,3.261088575,3
17411.60898,520.6042551,828.140102,2171.417748,571.5380047,520.6042551,7922552,138.8011345,2.733355674,20.93350443,0
12754.74414,6892.031102,598.4577895,5392.653342,2705.026542,6892.031102,8697232,157.9976564,72.86558583,19.86637198,1
6419.38981,2908.977664,277.0518407,30347.84265,13519.54319,2908.977664,10133472,403.1784246,8.732866009,16.06580693,4
16536.35656,23889.40392,859.5310756,45658.28007,9000.243026,23889.40392,9977328,618.5983751,23.93327047,12.79996638,4
1924.943382,135.2007057,95.53383202,1028.472035,239.4679167,135.2007057,7897920,91.20047607,1.866676411,3.666685807,0
1234.976125,3629.873473,49.74801366,0.0,0.0,3629.873473,5861480,169.1565658,7.925051707,0.0,3
1009.535437,87.38287063,53.58949503,3203.638668,144.3716993,87.38287063,5022984,14.26387057,1.266418415,3.132719237,0
2703.568029,2792.835841,123.6015862,165433.9231,80348.0978,2792.835841,7903544,204.7359608,6.666752223,303.1372236,0
3589.249321,294.1264488,109.6640998,6850.239659,155.596358,294.1264488,10208592,185.5956558,3.866576163,3.1999251,6
2974.349076,746.6873549,153.9375984,1361.104378,144.404001,746.6873549,6402616,84.40233851,11.66698992,2.400066498,0
8854.422816,2002.67818,417.9884886,158757.9611,79384.81374,2002.67818,7215656,125.1965521,3.133247044,139.1961665,0
4755.752683,104.5249672,236.2477574,1594.872346,239.4475013,104.5249672,7709184,96.79225275,1.333226622,3.733034541,0
3388.711458,25357.10538,110.9248712,20307.92264,149.345031,25357.10538,6048552,834.2377412,22.47846157,3.201679986,3
7937.746467,10829.09695,399.6874691,42832.96265,21057.09595,10829.09695,7924792,155.4747586,8.600447625,39.33538061,0
12403.54821,2876.414084,629.3510013,207229.1509,103041.1594,2876.414084,7218632,151.2042448,5.866831368,179.338368,0
2577.343522,4499.217787,121.0004784,20360.61383,7978.698209,4499.217787,11152600,225.2008903,7.533363115,135.7338699,6
6760.307284,166.6660244,340.8653532,1880.792753,293.1988702,166.6660244,8019952,42.79983508,1.733326654,6.333308929,0
4459.046125,82.26628769,224.9322971,1594.925986,239.4655635,82.26628769,7704384,76.79964621,1.066661753,3.733316135,0
8254.367251,76.12934213,427.1776045,8355.961925,4611.224916,76.12934213,7797176,74.66275235,0.999947576,4.733085193,0
1979.496565,143.0591913,96.46162623,1028.412929,239.4541544,143.0591913,8107888,91.06190838,1.866569132,3.666475081,0
4265.493568,4629.895866,97.60061553,59681.17639,29116.58363,4629.895866,19817864,331.7354255,10.8667352,254.4682715,6
3059.059569,7383.527714,100.3287276,10957.36365,2736.407714,7383.527714,8700200,127.1941609,79.52968239,19.19911863,1
4451.79244,2892.818434,234.5294229,20743.12081,9144.514197,2892.818434,10126392,411.4598063,9.199846608,14.93308435,4
4366.076895,2934.428734,222.7304542,20475.86865,9000.150325,2934.428734,10209176,425.7278301,9.066549466,12.59983713,4
3111.605735,4421.843392,97.5048157,313.8853656,147.058633,4421.843392,5871592,191.2029365,8.481583284,2.804933054,3
3639.532566,25557.12942,165.4029949,193799.6424,96342.54444,25557.12942,7709904,404.4073225,21.20038387,383.3402743,0
3179.500115,2481.626107,102.1344078,5548.058366,2781.229259,2481.626107,8566768,136.8014392,3.733372608,20.46688198,1
3704.011482,199.2006175,176.5338806,59896.05234,27205.95101,199.2006175,7813752,96.93363383,2.866675553,258.2008004,0
6334.244985,245.9376684,213.4704294,4706.549627,171.8030283,245.9376684,5537784,37.8006663,2.000035254,3.600063457,3
2557.338674,21.33115357,88.52428733,279.1048125,146.7850005,21.33115357,4940928,0.0,0.333299275,2.733054052,0
3690.787353,163.4661065,129.5328895,1414.26182,149.999486,163.4661065,7778288,115.9996025,1.733327394,1.599994517,0
6558.195401,61.46599874,335.796351,1594.916002,239.4640645,61.46599874,7806336,61.99932627,0.799991307,3.733292765,0
6961.044736,340.8021902,349.9355823,1594.34358,239.4682056,340.8021902,8023816,79.60051157,2.533349614,3.733357326,0
9330.794533,298.5416905,419.4117407,2061.591044,461.6795906,298.5416905,8057064,99.73612528,1.666713324,15.33376258,0
13301.38019,95.46317526,647.4429875,1032.828893,240.7245292,95.46317526,7982464,143.3947556,1.266620342,3.866525255,0
12024.41017,96.20434844,628.7617534,21296.3626,10373.26887,96.20434844,7742856,79.60359808,1.266723923,17.20077748,0
2395.233789,686.2096801,79.40112009,5484.810706,688.3430436,686.2096801,5450240,222.803143,4.133391642,30.33376124,0
4471.936836,136.3940068,224.1234853,12130.267,4615.797182,136.3940068,8254976,85.46291143,1.866584649,4.599797885,0
5991.343202,2835.71098,293.4665999,8369.395552,4518.745929,2835.71098,7957776,196.1108545,6.930183103,4.997728199,0
3301.9368,24536.52116,107.8022897,22483.61089,149.2698372,24536.52116,5868904,820.0840853,21.53379071,3.333404135,3
9898.433755,3752.228919,422.0624207,224113.1454,111745.6758,3752.228919,7210888,648.5934751,6.533267609,243.7975474,0
4969.77635,86.53872585,203.2793337,1359.418043,95.07259096,86.53872585,7806136,79.60496045,1.13340396,1.466758065,0
1252.941277,2581.416366,58.80037279,9868.062564,2759.617496,2581.416366,8561808,118.8007532,4.866697522,18.93345337,1
2281.723172,122.7327868,104.2662023,19854.31158,293.1986943,122.7327868,7827416,94.66624509,1.199994656,6.466637869,0
6319.378954,2935.425923,276.1961664,25167.91734,9148.13969,2935.425923,10214136,430.9273521,9.133206564,15.66644922,4
8927.862928,2667.892372,397.2605674,5626.846942,2858.222783,2667.892372,8696912,125.1980778,5.799910952,23.99963153,1
3792.415655,111.8572968,195.5836166,1028.647167,239.446609,111.8572968,7677552,90.85905571,1.133238406,3.666359548,0
7702.674176,1521.051612,342.3232938,56575.09199,25849.74273,1521.051612,7873544,175.0289533,5.000827237,252.3750812,0
9658.520777,82.26655972,504.3993443,54904.46196,27177.56467,82.26655972,7891536,76.79990016,1.06666528,257.7996649,0
16418.71076,2988.965634,866.5426978,19109.67318,9144.765491,2988.965634,10218152,467.2050489,9.533436358,14.80015994,4
9045.028658,2557.197979,412.0104156,9952.78494,2798.870755,2557.197979,8559256,111.6028213,4.666784643,20.40051573,1
7944.820502,177.9914979,359.6494874,65712.92778,32297.85724,177.9914979,7915000,102.3951089,2.399885365,267.1872374,0
3505.812438,293.0788529,119.7383121,1322.054971,406.750246,293.0788529,7839032,75.53647414,2.000083163,12.46718505,0
8145.57893,4515.321654,361.5990647,326.3991557,147.9996172,4515.321654,6034928,222.5327577,8.799977237,2.99999224,3
899.7957732,0.0,41.73622955,34.13570212,0.0,0.0,4936296,0.0,0.0,0.066671293,0
2194.08885,2815.13287,74.00524549,12546.62264,402.1618386,2815.13287,6405392,1749.323992,39.06943591,14.46769214,0
1220.669946,2517.206763,58.33349006,5511.214807,2765.740764,2517.206763,8565880,125.2003364,4.666679204,20.40005481,1
2371.051381,2889.714704,82.99946493,5517.831095,2767.182161,2889.714704,8701616,179.8655071,7.466618532,21.46652828,1
8050.199967,4830.986668,307.5409727,28005.42899,9597.505069,4830.986668,10221848,477.0785173,14.06701609,17.53376887,4
4207.838699,3584.242843,190.3987345,65646.697,54782.50255,3584.242843,6012544,192.8653848,7.066619697,11.93325402,3
4375.998862,2847.19926,226.8666077,19497.4616,7923.464607,2847.19926,10224792,395.7332304,8.466664465,14.8666628,4
1151.945121,144.1931306,53.86410058,328.7176732,200.5904439,144.1931306,5298096,33.53173588,1.066615853,5.333079265,0
8475.335699,90.47449926,355.6169018,10615.85277,5005.765611,90.47449926,7702504,130.7670569,1.202762915,7.417037975,0
2400.062899,86.9307822,132.6627735,58966.46953,27196.80186,86.9307822,8007160,80.46430531,1.133300075,260.0590348,0
7130.66486,38.39999027,227.666609,4695.332144,169.3332904,38.39999027,6410384,86.33331146,0.599999848,3.199999189,0
4971.686592,66.28026384,214.2439514,4649.153758,146.8301217,66.28026384,5022888,2.800574529,1.000205189,2.800574529,0
6412.162886,707.6400477,302.0170922,6162.348748,1680.695116,707.6400477,8187584,250.0808196,3.266851549,17.53432566,0
3349.049851,4797.518245,105.4619385,232279.6528,149.1933112,4797.518245,5867136,201.7242894,8.332959739,3.533174929,3
6342.293534,3040.482294,276.9286846,25167.77752,9148.1131,3040.482294,10214440,448.2591419,11.0664809,15.66640368,4
3583.797746,86.93489584,135.8024408,1599.562083,240.7376602,86.93489584,7701600,80.46811295,1.133353703,3.93340403,0
4459.85848,2808.068919,169.5254199,7343.790525,3011.859406,2808.068919,7924336,187.5245797,5.999719933,12.13276698,0
3516.345952,76.52635362,126.2551514,3748.324794,95.05799674,76.52635362,7883112,70.5935614,0.999908802,2.133138777,0
1356.261549,2614.990133,53.53313133,4812.648507,2387.590991,2614.990133,8847568,135.9994868,5.99997736,14.39994566,1
4005.695855,208.0681828,156.8011426,1598.744983,240.7350875,208.0681828,8178048,91.93400323,2.266683183,3.933361994,0
1996.029115,2127.431032,58.60085479,1736.425329,144.4021063,2127.431032,5535960,86.00125447,6.466760995,2.866708482,3
2301.106684,7201.11033,67.94632603,4638.887048,144.4276174,7201.11033,6043752,293.2560764,14.40275409,2.400459016,3
7798.709155,211.4065733,400.0124377,1196.237195,293.2091168,211.4065733,8030024,37.13448797,2.133399668,6.266861524,0
8038.258307,162.5998309,361.2662909,55759.54201,25393.70692,162.5998309,7506560,12.19998731,2.066664517,240.1330836,0
4428.365341,41.7330067,178.1986053,56112.29416,25595.733,41.7330067,7501816,20.73317106,0.599995304,243.1314304,0
2919.510498,2689.907051,92.93472859,9468.142148,2558.17174,2689.907051,8695248,139.6020959,6.600099089,15.86690488,1
10059.9346,2833.171241,461.9395141,20026.06795,9416.459326,2833.171241,7862904,216.6028981,6.06674784,33.00044155,0
6973.273363,82.26595918,314.1972979,60069.55007,27291.69862,82.26595918,7888408,76.79933953,1.066657493,258.7977743,0
6259.409149,28674.95183,305.9598499,80205.55115,37164.68761,28674.95183,7994576,331.162034,21.40185483,78.60681259,0
7180.95355,82.26384337,367.4540556,1594.878597,239.4584485,82.26384337,7801600,79.86392574,1.06663006,3.73320521,0
8779.661282,82.26724089,457.9365297,11022.01027,5234.703205,82.26724089,7710264,76.80053607,1.066674112,10.0000698,0
8532.546132,5668.808503,383.8005757,43834.53242,21626.96577,5668.808503,7820528,214.000321,8.2000123,48.2000723,0
13248.46713,95.46715037,688.6701559,1594.474745,239.46788,95.46715037,7995936,86.86710679,1.266673084,3.733352249,0
2992.475946,2845.595735,123.8780899,17534.08354,4881.650153,2845.595735,7827128,214.8198093,6.533935849,37.20343065,0
6510.145189,6353.316708,292.5646287,268.2785041,144.1198512,6353.316708,5875096,310.729319,13.1078535,2.32880646,3
8467.00673,280.1913981,410.9873827,1755.812763,258.6587258,280.1913981,8002752,118.4630299,2.333261702,9.666369909,0
4374.56136,2585.416564,221.7347539,56306.56074,25678.43118,2585.416564,7314488,154.8009918,4.40002819,243.6015607,0
3262.526388,0.0,136.2496718,2482.357034,236.5704918,0.0,4944992,0.0,0.0,7.599052145,0
6182.689749,23718.15521,269.5343396,29746.44439,4648.150686,23718.15521,9763672,474.2017704,22.00008213,9.266701262,4
7193.86488,2681.43056,374.2660163,96103.28588,47698.21443,2681.43056,7842240,170.2741786,6.069178643,308.1794044,0
9089.898406,134.5357765,479.6753776,8063.479766,287.7385587,134.5357765,8370264,94.73505372,1.733364811,6.266780471,0
1912.251727,86.53869123,95.73926087,1028.397005,239.4814938,86.53869123,8012176,79.60492861,1.133403506,3.666893696,0
2940.668745,92.66673215,148.4667716,1028.800727,239.4668359,92.66673215,7705920,57.06670699,1.266667562,3.666669258,0
3969.335159,4493.468734,128.7333926,22219.01022,8931.870775,4493.468734,10998976,265.200122,8.00000368,155.6667383,6
9431.299981,2883.287527,477.8420205,20970.39639,5844.611895,2883.287527,7931168,195.626599,6.748048668,20.71183255,0
8022.685336,136.802592,412.8744893,1594.296873,239.4712038,136.802592,8124016,97.5351813,1.866702034,3.733404069,0
14865.30858,241.4190866,725.057323,57492.34534,27265.8223,241.4190866,7914696,91.80725828,3.000237199,259.4205098,0
2156.77022,2182.10477,61.5362879,4637.956017,144.4069335,2182.10477,5533496,91.60439823,7.400355316,2.400115238,3
3217.583161,2573.853197,103.9327894,10065.14733,2855.051725,2573.853197,8692224,136.7992841,5.133306469,24.13320704,1
1888.521885,103.6066868,94.40609297,1067.86892,239.4821228,103.6066868,8012376,77.60500863,1.400090362,3.800245268,0
3502.744271,234.0852187,121.2762782,1316.837697,405.4988038,234.0852187,7995728,75.53932008,1.666798766,12.26763892,0
6807.205898,2833.0302,281.1363302,188113.5386,93725.73245,2833.0302,7879080,228.8691064,5.666727074,191.8020446,0
5611.536699,82.26769337,242.9363652,1598.886621,240.7363377,82.26769337,7904776,76.80095848,1.066679979,3.933382422,0
3852.131279,82.26662279,148.1332543,5162.13058,95.06661596,82.26662279,7706320,76.79995904,1.066666098,1.466665884,0
3305.278796,82.66530269,125.3979309,1033.249618,240.7293613,82.66530269,7704856,77.66538519,1.066649067,3.866602868,0
6288.237657,2925.719836,275.3987295,23535.75809,9148.224463,2925.719836,10132544,394.2648478,8.533293966,15.53326167,4
1881.55737,80.80389529,96.00462806,1028.716258,239.4782111,80.80389529,7885304,68.46996738,1.06671809,3.666843433,0
3402.189288,2578.575742,109.8018059,5440.889484,2722.444775,2578.575742,8557272,114.4018815,5.866763155,19.20031578,1
3100.640661,2478.342188,99.27301806,9951.550681,2787.816778,2478.342188,8701296,125.7994116,5.224895687,20.22972433,1
10557.37011,142.4022946,545.2754529,1594.292356,239.4705253,142.4022946,8360760,100.4016178,1.933364486,3.733393491,0
7062.755528,6909.550708,307.8096837,21020.12796,9925.778932,6909.550708,8075992,178.9389628,6.40020135,14.40045304,0
24528.35938,115.0671016,467.8017683,1594.272693,239.4675719,115.0671016,8352512,91.0670109,1.533339129,3.733347445,0
12427.72433,137.7361891,605.3458842,5401.978668,240.7383246,137.7361891,8125896,74.0015343,1.933373419,3.933414886,0
4112.191924,2669.414644,203.8062079,16646.30705,5816.577173,2669.414644,7929376,168.8718105,6.000182766,22.40068232,0
6313.46149,2668.464479,325.5330664,9965.525162,2808.131031,2668.464479,8698856,157.5998708,6.466661364,21.59998229,1
10051.18256,211.6108613,477.0244841,59396.91531,27208.52986,211.6108613,7944408,92.47141292,2.40012319,258.4799336,0
9664.057598,193.734488,458.7360674,1033.139491,240.7347681,193.734488,7825728,91.93388126,2.33334724,3.866689712,0
